timestamp,temperature_c,relative_humidity_percent,cloud_cover_percent,shortwave_radiation_w_m2,wind_speed_kmh,precipitation_mm
2016-01-01 00:00:00,4.7,88,1,0.0,15.6,0.0
2016-01-01 01:00:00,4.0,91,0,0.0,12.6,0.0
2016-01-01 02:00:00,3.3,92,0,0.0,8.8,0.0
2016-01-01 03:00:00,2.4,94,2,0.0,6.5,0.0
2016-01-01 04:00:00,1.4,96,4,0.0,6.1,0.0
2016-01-01 05:00:00,0.5,98,12,0.0,6.4,0.0
2016-01-01 06:00:00,-0.1,98,98,0.0,6.6,0.0
2016-01-01 07:00:00,-0.5,99,100,0.0,5.9,0.0
2016-01-01 08:00:00,-0.1,98,100,0.0,7.8,0.0
2016-01-01 09:00:00,-0.0,97,100,0.0,9.6,0.0
2016-01-01 10:00:00,1.5,95,100,16.0,12.7,0.0
2016-01-01 11:00:00,4.0,92,100,72.0,16.8,0.0
2016-01-01 12:00:00,5.6,89,100,114.0,17.2,0.0
2016-01-01 13:00:00,6.7,88,100,123.0,16.9,0.0
2016-01-01 14:00:00,7.3,85,100,128.0,18.2,0.0
2016-01-01 15:00:00,7.5,81,100,94.0,20.8,0.0
2016-01-01 16:00:00,7.4,82,100,37.0,21.0,0.3
2016-01-01 17:00:00,7.4,89,100,9.0,21.9,0.3
2016-01-01 18:00:00,7.6,91,100,0.0,23.0,0.2
2016-01-01 19:00:00,7.7,91,100,0.0,23.7,0.0
2016-01-01 20:00:00,7.2,93,100,0.0,24.6,0.0
2016-01-01 21:00:00,7.0,92,99,0.0,25.9,0.0
2016-01-01 22:00:00,7.0,90,100,0.0,25.9,0.0
2016-01-01 23:00:00,7.1,92,100,0.0,23.5,0.3
2016-01-02 00:00:00,7.5,92,100,0.0,23.7,0.6
2016-01-02 01:00:00,7.9,92,100,0.0,23.7,0.7
2016-01-02 02:00:00,8.2,93,100,0.0,24.2,0.4
2016-01-02 03:00:00,8.4,93,100,0.0,24.0,0.0
2016-01-02 04:00:00,8.6,92,93,0.0,23.2,0.0
2016-01-02 05:00:00,9.0,92,51,0.0,23.1,0.0
2016-01-02 06:00:00,9.2,90,23,0.0,23.2,0.0
2016-01-02 07:00:00,9.1,91,85,0.0,25.3,0.2
2016-01-02 08:00:00,8.9,89,100,0.0,27.4,1.0
2016-01-02 09:00:00,9.1,89,100,0.0,27.4,0.6
2016-01-02 10:00:00,9.3,90,100,3.0,25.4,0.0
2016-01-02 11:00:00,9.6,88,100,18.0,24.4,0.0
2016-01-02 12:00:00,9.8,86,100,35.0,26.2,0.0
2016-01-02 13:00:00,9.7,86,100,36.0,28.2,0.0
2016-01-02 14:00:00,9.5,87,100,38.0,27.8,0.2
2016-01-02 15:00:00,9.3,91,100,29.0,24.9,0.8
2016-01-02 16:00:00,9.1,95,100,11.0,19.0,0.7
2016-01-02 17:00:00,9.1,96,100,6.0,13.1,0.2
2016-01-02 18:00:00,9.3,96,100,0.0,13.8,0.0
2016-01-02 19:00:00,9.3,97,100,0.0,20.1,0.0
2016-01-02 20:00:00,10.0,94,100,0.0,22.7,0.1
2016-01-02 21:00:00,9.8,94,100,0.0,23.3,0.0
2016-01-02 22:00:00,9.7,93,100,0.0,23.6,0.2
2016-01-02 23:00:00,9.4,92,98,0.0,20.8,0.0
2016-01-03 00:00:00,9.4,90,100,0.0,21.3,0.0
2016-01-03 01:00:00,9.2,92,100,0.0,21.5,0.0
2016-01-03 02:00:00,8.6,93,100,0.0,23.2,0.0
2016-01-03 03:00:00,8.1,88,100,0.0,25.9,0.0
2016-01-03 04:00:00,7.5,81,99,0.0,24.0,0.0
2016-01-03 05:00:00,7.1,77,95,0.0,19.1,0.0
2016-01-03 06:00:00,6.5,75,100,0.0,15.8,0.0
2016-01-03 07:00:00,6.0,75,100,0.0,13.2,0.0
2016-01-03 08:00:00,5.8,82,100,0.0,14.9,0.0
2016-01-03 09:00:00,6.5,86,100,0.0,20.1,0.0
2016-01-03 10:00:00,7.4,88,100,11.0,23.8,0.2
2016-01-03 11:00:00,8.0,89,100,26.0,25.6,0.6
2016-01-03 12:00:00,8.2,91,100,34.0,29.0,0.9
2016-01-03 13:00:00,8.2,92,100,20.0,29.6,1.6
2016-01-03 14:00:00,8.3,92,100,17.0,31.1,2.4
2016-01-03 15:00:00,8.4,92,100,9.0,30.4,3.0
2016-01-03 16:00:00,8.6,92,100,7.0,24.9,2.1
2016-01-03 17:00:00,8.8,92,98,6.0,15.8,0.5
2016-01-03 18:00:00,8.9,92,78,0.0,13.9,0.0
2016-01-03 19:00:00,8.5,91,44,0.0,12.7,0.0
2016-01-03 20:00:00,6.8,94,40,0.0,12.5,0.0
2016-01-03 21:00:00,6.2,95,43,0.0,13.8,0.0
2016-01-03 22:00:00,5.9,95,59,0.0,14.1,0.0
2016-01-03 23:00:00,5.4,96,49,0.0,12.8,0.0
2016-01-04 00:00:00,5.2,96,54,0.0,13.6,0.0
2016-01-04 01:00:00,5.2,96,35,0.0,13.4,0.0
2016-01-04 02:00:00,5.5,96,22,0.0,14.8,0.0
2016-01-04 03:00:00,5.9,95,23,0.0,16.5,0.0
2016-01-04 04:00:00,5.9,95,36,0.0,15.9,0.0
2016-01-04 05:00:00,5.6,95,60,0.0,15.5,0.0
2016-01-04 06:00:00,5.4,96,64,0.0,15.2,0.0
2016-01-04 07:00:00,5.6,96,61,0.0,14.7,0.0
2016-01-04 08:00:00,5.9,94,64,0.0,16.0,0.0
2016-01-04 09:00:00,6.1,93,95,0.0,15.7,0.0
2016-01-04 10:00:00,6.5,93,97,13.0,15.8,0.3
2016-01-04 11:00:00,7.2,92,99,60.0,15.3,0.0
2016-01-04 12:00:00,8.1,90,85,103.0,15.3,0.0
2016-01-04 13:00:00,9.0,89,66,159.0,15.4,0.0
2016-01-04 14:00:00,9.2,88,54,178.0,15.5,0.0
2016-01-04 15:00:00,8.9,84,53,161.0,17.1,0.4
2016-01-04 16:00:00,8.4,86,67,84.0,15.0,0.0
2016-01-04 17:00:00,7.7,89,63,22.0,13.5,0.0
2016-01-04 18:00:00,7.2,91,58,0.0,13.3,0.0
2016-01-04 19:00:00,6.9,92,74,0.0,15.1,0.0
2016-01-04 20:00:00,6.9,91,85,0.0,15.5,0.0
2016-01-04 21:00:00,6.7,92,97,0.0,15.5,0.1
2016-01-04 22:00:00,6.7,92,97,0.0,16.8,0.1
2016-01-04 23:00:00,6.9,92,97,0.0,16.6,0.0
2016-01-05 00:00:00,6.9,92,96,0.0,18.0,0.0
2016-01-05 01:00:00,7.0,91,93,0.0,19.1,0.0
2016-01-05 02:00:00,7.2,91,98,0.0,18.4,0.0
2016-01-05 03:00:00,7.1,91,91,0.0,17.0,0.0
2016-01-05 04:00:00,6.9,91,87,0.0,15.5,0.0
2016-01-05 05:00:00,6.8,92,79,0.0,13.0,0.0
2016-01-05 06:00:00,6.9,93,87,0.0,11.6,0.0
2016-01-05 07:00:00,6.5,94,87,0.0,10.6,0.0
2016-01-05 08:00:00,6.2,95,87,0.0,10.6,0.0
2016-01-05 09:00:00,5.8,95,93,0.0,10.1,0.0
2016-01-05 10:00:00,6.0,96,93,15.0,9.7,0.0
2016-01-05 11:00:00,7.1,95,93,78.0,8.5,0.0
2016-01-05 12:00:00,8.1,92,94,133.0,9.2,0.0
2016-01-05 13:00:00,8.9,87,94,180.0,9.3,0.0
2016-01-05 14:00:00,9.4,87,95,182.0,9.0,0.0
2016-01-05 15:00:00,9.2,88,99,132.0,9.1,0.5
2016-01-05 16:00:00,8.6,89,99,69.0,7.2,0.2
2016-01-05 17:00:00,7.9,91,100,23.0,6.5,0.0
2016-01-05 18:00:00,7.2,95,98,0.0,6.8,0.0
2016-01-05 19:00:00,6.1,97,95,0.0,6.5,0.0
2016-01-05 20:00:00,5.3,97,94,0.0,5.9,0.0
2016-01-05 21:00:00,4.3,98,62,0.0,6.3,0.0
2016-01-05 22:00:00,3.8,99,53,0.0,5.9,0.0
2016-01-05 23:00:00,3.5,100,70,0.0,4.3,0.0
2016-01-06 00:00:00,3.7,100,86,0.0,6.8,0.0
2016-01-06 01:00:00,3.2,100,71,0.0,7.2,0.0
2016-01-06 02:00:00,3.2,99,71,0.0,6.9,0.0
2016-01-06 03:00:00,2.8,99,59,0.0,4.7,0.0
2016-01-06 04:00:00,2.8,99,56,0.0,2.1,0.0
2016-01-06 05:00:00,2.7,99,100,0.0,2.5,0.2
2016-01-06 06:00:00,2.9,97,100,0.0,0.8,0.9
2016-01-06 07:00:00,3.1,98,100,0.0,2.9,0.0
2016-01-06 08:00:00,2.8,99,100,0.0,4.0,0.0
2016-01-06 09:00:00,3.0,99,100,0.0,5.1,0.0
2016-01-06 10:00:00,3.1,99,100,10.0,6.1,0.0
2016-01-06 11:00:00,4.1,94,100,46.0,7.1,0.0
2016-01-06 12:00:00,4.6,96,100,77.0,6.9,0.0
2016-01-06 13:00:00,5.1,96,97,77.0,6.0,0.0
2016-01-06 14:00:00,5.8,92,99,73.0,5.8,0.0
2016-01-06 15:00:00,6.1,91,93,74.0,3.0,0.0
2016-01-06 16:00:00,6.1,91,98,53.0,0.8,0.0
2016-01-06 17:00:00,6.2,90,99,15.0,3.5,0.0
2016-01-06 18:00:00,5.8,94,100,0.0,4.1,0.0
2016-01-06 19:00:00,5.7,97,100,0.0,5.6,0.0
2016-01-06 20:00:00,5.7,96,100,0.0,8.7,0.0
2016-01-06 21:00:00,5.4,96,100,0.0,10.0,0.0
2016-01-06 22:00:00,5.3,97,100,0.0,11.0,0.0
2016-01-06 23:00:00,5.4,96,100,0.0,11.7,0.0
2016-01-07 00:00:00,5.4,95,99,0.0,14.3,0.0
2016-01-07 01:00:00,5.9,92,100,0.0,17.7,0.0
2016-01-07 02:00:00,6.5,90,97,0.0,20.2,0.3
2016-01-07 03:00:00,6.9,91,100,0.0,21.4,0.4
2016-01-07 04:00:00,7.0,91,100,0.0,25.3,0.4
2016-01-07 05:00:00,6.9,91,100,0.0,27.0,1.1
2016-01-07 06:00:00,6.9,92,100,0.0,28.2,1.5
2016-01-07 07:00:00,6.8,93,100,0.0,26.7,2.0
2016-01-07 08:00:00,7.2,94,100,0.0,24.3,1.5
2016-01-07 09:00:00,7.5,96,100,0.0,17.7,1.1
2016-01-07 10:00:00,8.3,96,84,2.0,17.1,0.3
2016-01-07 11:00:00,9.5,95,83,21.0,17.0,0.0
2016-01-07 12:00:00,10.0,91,86,75.0,23.4,1.8
2016-01-07 13:00:00,8.3,89,94,39.0,34.6,0.8
2016-01-07 14:00:00,6.9,83,20,106.0,33.8,0.0
2016-01-07 15:00:00,7.0,74,19,167.0,30.7,0.0
2016-01-07 16:00:00,6.9,70,20,128.0,27.9,0.0
2016-01-07 17:00:00,6.3,69,2,38.0,26.3,0.0
2016-01-07 18:00:00,5.7,66,1,0.0,24.9,0.0
2016-01-07 19:00:00,5.2,64,0,0.0,24.6,0.0
2016-01-07 20:00:00,4.6,65,0,0.0,22.5,0.0
2016-01-07 21:00:00,4.2,67,0,0.0,20.5,0.0
2016-01-07 22:00:00,3.9,68,2,0.0,20.9,0.0
2016-01-07 23:00:00,3.6,70,0,0.0,18.7,0.0
2016-01-08 00:00:00,3.3,72,0,0.0,16.6,0.0
2016-01-08 01:00:00,2.8,77,1,0.0,15.7,0.0
2016-01-08 02:00:00,2.4,81,1,0.0,16.6,0.0
2016-01-08 03:00:00,2.2,84,1,0.0,15.2,0.0
2016-01-08 04:00:00,2.0,85,1,0.0,13.8,0.0
2016-01-08 05:00:00,1.7,87,0,0.0,12.8,0.0
2016-01-08 06:00:00,1.5,88,6,0.0,12.2,0.0
2016-01-08 07:00:00,1.5,88,13,0.0,12.1,0.0
2016-01-08 08:00:00,1.9,90,10,0.0,13.3,0.0
2016-01-08 09:00:00,2.4,90,13,0.0,14.9,0.0
2016-01-08 10:00:00,3.6,87,26,20.0,16.9,0.0
2016-01-08 11:00:00,5.6,84,33,99.0,17.9,0.0
2016-01-08 12:00:00,7.1,82,26,167.0,16.2,0.0
2016-01-08 13:00:00,8.2,79,30,215.0,17.8,0.0
2016-01-08 14:00:00,8.7,76,44,207.0,19.0,0.0
2016-01-08 15:00:00,8.7,76,37,148.0,18.3,0.0
2016-01-08 16:00:00,8.2,79,60,81.0,16.6,0.1
2016-01-08 17:00:00,7.2,84,83,28.0,15.4,0.1
2016-01-08 18:00:00,6.4,91,82,0.0,14.8,0.0
2016-01-08 19:00:00,5.6,94,73,0.0,14.6,0.0
2016-01-08 20:00:00,5.8,94,53,0.0,14.2,0.0
2016-01-08 21:00:00,6.0,95,50,0.0,13.7,0.0
2016-01-08 22:00:00,6.0,96,72,0.0,14.3,0.0
2016-01-08 23:00:00,6.0,96,84,0.0,14.0,0.0
2016-01-09 00:00:00,6.3,96,99,0.0,15.2,0.0
2016-01-09 01:00:00,6.2,96,98,0.0,16.0,0.0
2016-01-09 02:00:00,6.7,95,99,0.0,17.2,0.0
2016-01-09 03:00:00,6.8,95,100,0.0,17.4,0.0
2016-01-09 04:00:00,6.8,96,100,0.0,17.2,0.0
2016-01-09 05:00:00,7.0,96,90,0.0,17.5,0.0
2016-01-09 06:00:00,7.0,96,76,0.0,16.4,0.2
2016-01-09 07:00:00,6.8,95,70,0.0,15.0,0.0
2016-01-09 08:00:00,7.0,95,67,0.0,15.5,0.0
2016-01-09 09:00:00,7.1,95,94,0.0,16.6,0.0
2016-01-09 10:00:00,7.6,94,100,15.0,18.1,0.0
2016-01-09 11:00:00,8.4,92,99,62.0,18.0,0.0
2016-01-09 12:00:00,8.9,89,100,87.0,22.5,0.2
2016-01-09 13:00:00,9.1,91,100,122.0,23.0,0.4
2016-01-09 14:00:00,9.5,87,100,126.0,23.1,0.3
2016-01-09 15:00:00,9.1,89,100,82.0,27.1,0.5
2016-01-09 16:00:00,9.0,89,100,38.0,25.3,0.6
2016-01-09 17:00:00,9.0,90,100,12.0,25.9,0.8
2016-01-09 18:00:00,9.0,90,100,0.0,28.6,1.0
2016-01-09 19:00:00,9.1,90,100,0.0,30.7,1.5
2016-01-09 20:00:00,9.2,89,100,0.0,32.9,1.1
2016-01-09 21:00:00,8.9,86,96,0.0,31.4,0.6
2016-01-09 22:00:00,8.2,86,84,0.0,25.6,0.0
2016-01-09 23:00:00,7.7,87,99,0.0,23.5,0.0
2016-01-10 00:00:00,7.2,88,97,0.0,24.3,0.0
2016-01-10 01:00:00,6.8,87,95,0.0,25.3,0.0
2016-01-10 02:00:00,6.4,86,95,0.0,24.7,0.0
2016-01-10 03:00:00,6.1,85,81,0.0,26.7,0.0
2016-01-10 04:00:00,6.1,83,66,0.0,27.4,0.0
2016-01-10 05:00:00,5.8,81,66,0.0,27.3,0.0
2016-01-10 06:00:00,5.5,79,96,0.0,27.1,0.0
2016-01-10 07:00:00,5.3,80,100,0.0,25.1,0.0
2016-01-10 08:00:00,5.7,83,99,0.0,22.2,0.0
2016-01-10 09:00:00,5.6,83,99,0.0,19.9,0.0
2016-01-10 10:00:00,5.7,84,98,17.0,18.9,0.0
2016-01-10 11:00:00,6.2,83,78,83.0,15.1,0.0
2016-01-10 12:00:00,6.9,81,71,161.0,18.0,0.0
2016-01-10 13:00:00,7.5,74,90,193.0,21.9,0.0
2016-01-10 14:00:00,7.7,72,89,174.0,21.8,0.0
2016-01-10 15:00:00,7.5,73,94,160.0,21.8,0.0
2016-01-10 16:00:00,7.1,75,99,95.0,19.6,0.0
2016-01-10 17:00:00,6.4,79,99,38.0,18.4,0.0
2016-01-10 18:00:00,5.5,83,99,0.0,18.6,0.0
2016-01-10 19:00:00,5.0,87,95,0.0,17.6,0.0
2016-01-10 20:00:00,5.0,84,78,0.0,16.0,0.0
2016-01-10 21:00:00,4.5,88,93,0.0,16.5,0.0
2016-01-10 22:00:00,4.3,89,99,0.0,17.1,0.0
2016-01-10 23:00:00,4.7,88,100,0.0,12.7,0.0
2016-01-11 00:00:00,4.9,88,99,0.0,13.0,0.0
2016-01-11 01:00:00,4.8,88,100,0.0,13.1,0.3
2016-01-11 02:00:00,5.0,87,100,0.0,16.5,0.5
2016-01-11 03:00:00,5.3,89,99,0.0,18.4,0.4
2016-01-11 04:00:00,5.8,90,100,0.0,19.5,0.5
2016-01-11 05:00:00,5.9,91,100,0.0,19.8,1.5
2016-01-11 06:00:00,6.1,92,100,0.0,19.9,1.4
2016-01-11 07:00:00,6.1,93,100,0.0,19.1,0.9
2016-01-11 08:00:00,5.8,95,100,0.0,15.7,0.6
2016-01-11 09:00:00,5.9,94,100,0.0,13.0,0.2
2016-01-11 10:00:00,6.1,93,100,9.0,13.3,0.0
2016-01-11 11:00:00,6.3,92,100,51.0,12.6,0.0
2016-01-11 12:00:00,6.6,91,99,103.0,13.6,0.0
2016-01-11 13:00:00,6.6,89,99,148.0,14.1,0.0
2016-01-11 14:00:00,6.2,89,100,121.0,14.0,0.0
2016-01-11 15:00:00,6.0,89,99,84.0,13.4,0.0
2016-01-11 16:00:00,5.6,90,99,51.0,12.0,0.1
2016-01-11 17:00:00,5.0,90,99,16.0,13.0,0.2
2016-01-11 18:00:00,4.7,92,100,0.0,13.0,0.2
2016-01-11 19:00:00,4.5,93,100,0.0,13.0,0.0
2016-01-11 20:00:00,5.0,89,100,0.0,13.0,0.0
2016-01-11 21:00:00,5.0,89,99,0.0,13.4,0.0
2016-01-11 22:00:00,5.0,88,95,0.0,14.4,0.0
2016-01-11 23:00:00,4.9,88,65,0.0,13.7,0.0
2016-01-12 00:00:00,4.6,89,59,0.0,15.1,0.0
2016-01-12 01:00:00,4.2,90,87,0.0,16.6,0.0
2016-01-12 02:00:00,3.9,90,40,0.0,18.0,0.0
2016-01-12 03:00:00,3.6,90,3,0.0,18.0,0.0
2016-01-12 04:00:00,3.6,89,1,0.0,19.5,0.0
2016-01-12 05:00:00,3.7,87,0,0.0,20.4,0.0
2016-01-12 06:00:00,3.7,87,2,0.0,20.6,0.0
2016-01-12 07:00:00,4.0,85,20,0.0,21.7,0.0
2016-01-12 08:00:00,3.3,86,37,0.0,21.8,0.0
2016-01-12 09:00:00,3.3,85,45,0.0,21.5,0.0
2016-01-12 10:00:00,3.5,85,45,23.0,22.2,0.0
2016-01-12 11:00:00,4.1,83,31,97.0,23.0,0.0
2016-01-12 12:00:00,5.0,79,46,184.0,22.8,0.0
2016-01-12 13:00:00,5.8,72,72,218.0,28.6,0.0
2016-01-12 14:00:00,6.1,72,94,142.0,27.7,0.0
2016-01-12 15:00:00,6.2,74,50,80.0,22.7,0.0
2016-01-12 16:00:00,6.2,74,38,62.0,23.9,0.0
2016-01-12 17:00:00,5.8,75,51,36.0,24.6,0.0
2016-01-12 18:00:00,5.7,77,88,1.0,27.3,0.0
2016-01-12 19:00:00,5.4,78,95,0.0,28.7,0.0
2016-01-12 20:00:00,5.4,77,96,0.0,29.6,0.0
2016-01-12 21:00:00,5.4,78,98,0.0,29.2,0.1
2016-01-12 22:00:00,5.0,81,99,0.0,28.7,0.4
2016-01-12 23:00:00,4.6,85,100,0.0,24.8,0.4
2016-01-13 00:00:00,4.5,87,100,0.0,24.3,0.2
2016-01-13 01:00:00,4.3,87,92,0.0,24.6,0.2
2016-01-13 02:00:00,4.2,86,74,0.0,24.2,0.2
2016-01-13 03:00:00,3.9,84,76,0.0,23.1,0.0
2016-01-13 04:00:00,3.7,83,76,0.0,22.5,0.0
2016-01-13 05:00:00,3.3,82,57,0.0,22.1,0.0
2016-01-13 06:00:00,2.9,82,27,0.0,21.1,0.0
2016-01-13 07:00:00,2.3,84,13,0.0,19.1,0.0
2016-01-13 08:00:00,2.0,88,64,0.0,17.7,0.0
2016-01-13 09:00:00,1.5,89,96,0.0,16.6,0.0
2016-01-13 10:00:00,1.5,89,96,22.0,16.2,0.0
2016-01-13 11:00:00,2.4,87,99,90.0,15.0,0.0
2016-01-13 12:00:00,3.5,82,98,160.0,13.8,0.0
2016-01-13 13:00:00,4.5,77,99,208.0,14.1,0.0
2016-01-13 14:00:00,5.1,73,77,223.0,13.5,0.0
2016-01-13 15:00:00,5.5,71,37,198.0,12.2,0.0
2016-01-13 16:00:00,5.3,73,59,122.0,11.4,0.0
2016-01-13 17:00:00,4.6,75,89,45.0,11.5,0.0
2016-01-13 18:00:00,3.9,79,92,1.0,12.7,0.0
2016-01-13 19:00:00,3.8,80,96,0.0,15.3,0.0
2016-01-13 20:00:00,3.9,84,98,0.0,17.7,0.0
2016-01-13 21:00:00,4.1,87,98,0.0,18.6,0.0
2016-01-13 22:00:00,4.3,89,99,0.0,19.4,0.1
2016-01-13 23:00:00,4.3,89,100,0.0,19.1,0.4
2016-01-14 00:00:00,4.2,90,100,0.0,17.9,0.3
2016-01-14 01:00:00,4.1,92,100,0.0,16.6,0.3
2016-01-14 02:00:00,4.3,92,96,0.0,16.3,0.2
2016-01-14 03:00:00,4.5,91,100,0.0,17.2,0.3
2016-01-14 04:00:00,4.1,92,90,0.0,17.4,0.2
2016-01-14 05:00:00,3.6,91,48,0.0,18.7,0.0
2016-01-14 06:00:00,3.0,89,11,0.0,18.0,0.0
2016-01-14 07:00:00,1.9,89,4,0.0,17.3,0.0
2016-01-14 08:00:00,1.3,90,1,0.0,17.8,0.0
2016-01-14 09:00:00,0.9,90,20,0.0,19.1,0.0
2016-01-14 10:00:00,1.1,89,64,28.0,20.3,0.0
2016-01-14 11:00:00,2.1,87,85,81.0,20.5,0.0
2016-01-14 12:00:00,3.1,85,86,134.0,20.2,0.0
2016-01-14 13:00:00,3.9,79,93,143.0,25.3,0.1
2016-01-14 14:00:00,3.6,82,80,137.0,28.5,0.2
2016-01-14 15:00:00,3.6,81,52,124.0,27.4,0.0
2016-01-14 16:00:00,3.5,77,11,90.0,28.3,0.0
2016-01-14 17:00:00,3.2,71,13,41.0,27.9,0.0
2016-01-14 18:00:00,2.4,66,3,1.0,28.8,0.0
2016-01-14 19:00:00,2.0,60,14,0.0,29.3,0.0
2016-01-14 20:00:00,1.9,57,68,0.0,30.0,0.0
2016-01-14 21:00:00,2.0,56,91,0.0,30.6,0.0
2016-01-14 22:00:00,2.1,56,99,0.0,30.6,0.0
2016-01-14 23:00:00,2.1,59,90,0.0,30.2,0.0
2016-01-15 00:00:00,1.7,65,85,0.0,27.6,0.0
2016-01-15 01:00:00,1.4,72,50,0.0,24.8,0.0
2016-01-15 02:00:00,1.0,79,23,0.0,21.9,0.0
2016-01-15 03:00:00,0.6,83,37,0.0,20.6,0.0
2016-01-15 04:00:00,0.4,86,24,0.0,20.9,0.0
2016-01-15 05:00:00,0.1,88,22,0.0,20.5,0.0
2016-01-15 06:00:00,0.1,88,5,0.0,19.8,0.0
2016-01-15 07:00:00,0.0,89,1,0.0,20.3,0.0
2016-01-15 08:00:00,0.1,88,19,0.0,20.9,0.0
2016-01-15 09:00:00,0.1,88,27,0.0,20.8,0.0
2016-01-15 10:00:00,0.4,86,25,29.0,20.5,0.0
2016-01-15 11:00:00,1.4,83,6,120.0,16.8,0.0
2016-01-15 12:00:00,2.6,75,6,207.0,19.4,0.0
2016-01-15 13:00:00,3.5,69,8,258.0,20.4,0.0
2016-01-15 14:00:00,4.0,64,2,262.0,21.1,0.0
2016-01-15 15:00:00,4.2,63,7,233.0,20.9,0.0
2016-01-15 16:00:00,4.1,65,9,154.0,19.6,0.0
2016-01-15 17:00:00,3.3,69,12,58.0,18.6,0.0
2016-01-15 18:00:00,2.4,76,3,2.0,17.2,0.0
2016-01-15 19:00:00,1.8,81,1,0.0,16.7,0.0
2016-01-15 20:00:00,1.5,84,3,0.0,16.1,0.0
2016-01-15 21:00:00,1.0,86,14,0.0,15.5,0.0
2016-01-15 22:00:00,0.8,87,19,0.0,15.2,0.0
2016-01-15 23:00:00,0.4,89,31,0.0,14.2,0.0
2016-01-16 00:00:00,0.5,89,46,0.0,13.6,0.0
2016-01-16 01:00:00,0.6,90,43,0.0,13.8,0.0
2016-01-16 02:00:00,0.6,91,22,0.0,13.5,0.0
2016-01-16 03:00:00,0.6,91,10,0.0,12.7,0.0
2016-01-16 04:00:00,0.1,91,4,0.0,14.5,0.0
2016-01-16 05:00:00,-0.3,90,4,0.0,15.3,0.0
2016-01-16 06:00:00,-0.6,89,3,0.0,14.3,0.0
2016-01-16 07:00:00,-1.0,89,2,0.0,13.6,0.0
2016-01-16 08:00:00,-0.9,89,0,0.0,13.0,0.0
2016-01-16 09:00:00,-1.3,89,0,0.0,12.5,0.0
2016-01-16 10:00:00,-0.9,89,0,30.0,12.7,0.0
2016-01-16 11:00:00,0.5,85,5,122.0,11.3,0.0
2016-01-16 12:00:00,1.8,80,90,207.0,10.4,0.0
2016-01-16 13:00:00,2.8,77,95,252.0,9.7,0.0
2016-01-16 14:00:00,3.4,76,100,242.0,10.5,0.0
2016-01-16 15:00:00,3.6,75,54,208.0,10.0,0.0
2016-01-16 16:00:00,3.4,77,3,152.0,9.1,0.0
2016-01-16 17:00:00,2.4,82,51,60.0,8.0,0.0
2016-01-16 18:00:00,0.9,88,77,2.0,8.3,0.0
2016-01-16 19:00:00,-0.4,91,43,0.0,7.8,0.0
2016-01-16 20:00:00,-1.0,93,98,0.0,7.1,0.0
2016-01-16 21:00:00,-1.0,93,100,0.0,7.0,0.0
2016-01-16 22:00:00,-0.4,94,100,0.0,5.6,0.0
2016-01-16 23:00:00,0.0,94,100,0.0,3.2,0.2
2016-01-17 00:00:00,0.6,93,100,0.0,1.6,0.2
2016-01-17 01:00:00,0.6,94,100,0.0,3.5,0.2
2016-01-17 02:00:00,0.4,96,100,0.0,4.3,0.2
2016-01-17 03:00:00,0.2,98,100,0.0,5.1,0.3
2016-01-17 04:00:00,0.3,97,100,0.0,6.3,0.3
2016-01-17 05:00:00,0.4,96,100,0.0,8.1,0.3
2016-01-17 06:00:00,0.5,95,100,0.0,8.8,0.2
2016-01-17 07:00:00,0.4,94,100,0.0,9.2,0.1
2016-01-17 08:00:00,0.6,93,98,0.0,9.8,0.2
2016-01-17 09:00:00,0.7,92,89,0.0,9.6,0.0
2016-01-17 10:00:00,0.9,92,91,10.0,9.8,0.0
2016-01-17 11:00:00,1.4,91,95,48.0,10.5,0.0
2016-01-17 12:00:00,2.5,87,93,86.0,11.8,0.0
2016-01-17 13:00:00,3.5,79,100,127.0,14.3,0.0
2016-01-17 14:00:00,3.8,78,99,90.0,16.1,0.0
2016-01-17 15:00:00,4.0,77,100,97.0,17.6,0.0
2016-01-17 16:00:00,4.0,75,100,56.0,14.5,0.0
2016-01-17 17:00:00,3.7,75,100,31.0,13.8,0.0
2016-01-17 18:00:00,3.0,76,100,2.0,14.5,0.0
2016-01-17 19:00:00,2.5,77,100,0.0,16.0,0.0
2016-01-17 20:00:00,3.1,75,100,0.0,16.8,0.0
2016-01-17 21:00:00,3.0,75,100,0.0,17.6,0.0
2016-01-17 22:00:00,3.1,75,99,0.0,18.9,0.0
2016-01-17 23:00:00,3.0,78,99,0.0,16.8,0.0
2016-01-18 00:00:00,2.9,79,100,0.0,18.6,0.0
2016-01-18 01:00:00,3.0,81,100,0.0,18.9,0.0
2016-01-18 02:00:00,3.0,81,100,0.0,19.0,0.0
2016-01-18 03:00:00,3.0,81,100,0.0,18.7,0.0
2016-01-18 04:00:00,3.0,81,100,0.0,18.7,0.0
2016-01-18 05:00:00,2.9,81,100,0.0,18.7,0.0
2016-01-18 06:00:00,2.7,80,100,0.0,18.9,0.0
2016-01-18 07:00:00,2.5,79,100,0.0,18.4,0.0
2016-01-18 08:00:00,2.5,83,100,0.0,17.8,0.0
2016-01-18 09:00:00,2.3,82,100,0.0,17.6,0.0
2016-01-18 10:00:00,2.1,81,100,20.0,16.8,0.0
2016-01-18 11:00:00,2.3,79,96,79.0,14.2,0.0
2016-01-18 12:00:00,2.7,74,100,155.0,17.3,0.0
