timestamp,building_id,energy,predicted_energy,absolute_error
2017-08-09 04:00:00,B002,215.0,216.4282444079278,1.4282444079277923
2017-08-09 04:00:00,B003,52.2202,52.248948194798665,0.028748194798666304
2017-08-09 04:00:00,B001,40.0,42.02019228544962,2.0201922854496175
2017-08-09 05:00:00,B003,52.1267,51.752306037504255,0.37439396249574486
2017-08-09 05:00:00,B002,215.0,214.87890296804045,0.12109703195955035
2017-08-09 05:00:00,B001,41.5,40.40503808848364,1.0949619115163571
2017-08-09 06:00:00,B001,41.75,41.95034697948306,0.2003469794830579
2017-08-09 06:00:00,B003,56.4387,54.62285764861095,1.815842351389044
2017-08-09 06:00:00,B002,212.5,215.06748660804962,2.56748660804962
2017-08-09 07:00:00,B002,222.5,218.39191214993025,4.108087850069751
2017-08-09 07:00:00,B001,43.75,42.29093597617329,1.4590640238267127
2017-08-09 07:00:00,B003,64.0952,63.38278447236369,0.7124155276363169
2017-08-09 08:00:00,B003,70.6577,71.67247784311377,1.0147778431137624
2017-08-09 08:00:00,B002,225.5,237.3103968525481,11.81039685254811
2017-08-09 08:00:00,B001,43.25,44.85322856638789,1.603228566387891
2017-08-09 09:00:00,B003,83.9077,89.85645636854493,5.94875636854492
2017-08-09 09:00:00,B001,57.25,56.370514073485346,0.8794859265146542
2017-08-09 09:00:00,B002,260.5,251.80780580413023,8.692194195869774
2017-08-09 10:00:00,B003,92.3767,97.32880757526668,4.95210757526668
2017-08-09 10:00:00,B001,81.5,74.53629384217224,6.963706157827758
2017-08-09 10:00:00,B002,271.0,287.02486508563766,16.024865085637657
2017-08-09 11:00:00,B003,99.4387,102.94027121190476,3.5015712119047606
2017-08-09 11:00:00,B002,268.5,284.3143987579322,15.814398757932224
2017-08-09 11:00:00,B001,84.0,86.93247676272958,2.9324767627295785
2017-08-09 12:00:00,B002,281.0,282.9187109456599,1.9187109456598819
2017-08-09 12:00:00,B003,101.3142,106.03137288245344,4.71717288245344
2017-08-09 12:00:00,B001,84.25,88.88696685343919,4.636966853439191
2017-08-09 13:00:00,B003,104.9077,103.68847273053095,1.2192272694690587
2017-08-09 13:00:00,B001,81.5,87.0087436950065,5.508743695006501
2017-08-09 13:00:00,B002,297.5,286.9934220045118,10.506577995488215
2017-08-09 14:00:00,B001,83.5,82.67216812698413,0.8278318730158674
2017-08-09 14:00:00,B003,104.9387,104.26198788623107,0.6767121137689287
2017-08-09 14:00:00,B002,279.0,303.6193800112261,24.6193800112261
2017-08-09 15:00:00,B001,86.25,85.04313587343361,1.206864126566387
2017-08-09 15:00:00,B002,325.0,285.1082940078361,39.89170599216391
2017-08-09 15:00:00,B003,110.7827,104.57577865588195,6.206921344118058
2017-08-09 16:00:00,B002,312.0,308.7906236062276,3.209376393772402
2017-08-09 16:00:00,B003,108.7202,114.92475949876078,6.204559498760773
2017-08-09 16:00:00,B001,86.0,90.01097883164984,4.010978831649837
2017-08-09 17:00:00,B003,103.1892,105.19274029920635,2.0035402992063496
2017-08-09 17:00:00,B002,279.0,304.46458843253953,25.46458843253953
2017-08-09 17:00:00,B001,87.25,85.27377989100529,1.9762201089947098
2017-08-09 18:00:00,B003,87.6577,87.45495422894135,0.20274577105865887
2017-08-09 18:00:00,B002,260.0,258.57960968618977,1.4203903138102305
2017-08-09 18:00:00,B001,83.0,72.3167488651595,10.683251134840503
2017-08-09 19:00:00,B002,240.5,244.0161962742014,3.5161962742014055
2017-08-09 19:00:00,B003,77.3452,77.07973405857021,0.2654659414297953
2017-08-09 19:00:00,B001,63.0,68.69876174233825,5.698761742338249
2017-08-09 20:00:00,B002,231.0,234.4370525157099,3.437052515709894
2017-08-09 20:00:00,B001,43.75,53.85244830877119,10.102448308771187
2017-08-09 20:00:00,B003,68.9387,68.10478643037968,0.8339135696203215
2017-08-09 21:00:00,B001,42.5,42.134907532631416,0.3650924673685836
2017-08-09 21:00:00,B003,59.9392,62.1942593454827,2.2550593454826995
2017-08-09 21:00:00,B002,226.0,227.4159376121407,1.4159376121407092
2017-08-09 22:00:00,B002,227.0,221.59831160006283,5.401688399937171
2017-08-09 22:00:00,B003,56.8137,57.45507706488233,0.6413770648823345
2017-08-09 22:00:00,B001,39.75,42.50311561031814,2.7531156103181402
2017-08-09 23:00:00,B001,38.25,40.48110336852702,2.231103368527023
2017-08-09 23:00:00,B003,54.5327,54.587442260808274,0.05474226080827549
2017-08-09 23:00:00,B002,224.5,223.72731972302103,0.7726802769789742
2017-08-10 00:00:00,B003,53.2512,53.21876158394679,0.03243841605321052
2017-08-10 00:00:00,B002,246.5,222.72018042733131,23.779819572668686
2017-08-10 00:00:00,B001,40.75,39.29169476595881,1.458305234041191
2017-08-10 01:00:00,B002,222.0,230.75706324996048,8.757063249960481
2017-08-10 01:00:00,B003,53.5017,52.25635055459854,1.2453494454014589
2017-08-10 01:00:00,B001,39.75,40.88160717972033,1.1316071797203335
2017-08-10 02:00:00,B002,222.0,218.6200067856983,3.3799932143016918
2017-08-10 02:00:00,B003,52.8137,53.4390475088877,0.6253475088876996
2017-08-10 02:00:00,B001,38.75,40.222646953315774,1.472646953315774
2017-08-10 03:00:00,B003,53.3142,52.28231723670757,1.0318827632924297
2017-08-10 03:00:00,B001,40.0,39.38958642343377,0.6104135765662306
2017-08-10 03:00:00,B002,224.5,219.56063892702144,4.939361072978556
2017-08-10 04:00:00,B001,38.25,40.25110033143711,2.001100331437108
2017-08-10 04:00:00,B002,226.5,223.39564123298285,3.104358767017146
2017-08-10 04:00:00,B003,53.0952,52.5022560955063,0.5929439044937013
2017-08-10 05:00:00,B002,222.5,224.63842318342867,2.138423183428671
2017-08-10 05:00:00,B003,52.7827,52.479181788338025,0.3035182116619737
2017-08-10 05:00:00,B001,40.0,38.91804618680763,1.0819538131923707
2017-08-10 06:00:00,B001,40.5,40.78557395840308,0.2855739584030772
2017-08-10 06:00:00,B003,57.0952,55.527846628444316,1.5673533715556829
2017-08-10 06:00:00,B002,226.5,223.70484577281115,2.7951542271888457
2017-08-10 07:00:00,B003,67.6577,67.24586829755798,0.41183170244202927
2017-08-10 07:00:00,B001,42.0,41.6337690088751,0.3662309911249011
2017-08-10 07:00:00,B002,232.0,231.09978257944823,0.900217420551769
2017-08-10 08:00:00,B003,73.3452,72.39787995012391,0.9473200498760974
2017-08-10 08:00:00,B001,41.75,43.807791527678724,2.0577915276787238
2017-08-10 08:00:00,B002,238.0,238.6606689049577,0.6606689049577028
2017-08-10 09:00:00,B001,59.75,54.819779888333095,4.930220111666905
2017-08-10 09:00:00,B002,267.0,259.57636687567424,7.423633124325761
2017-08-10 09:00:00,B003,87.7512,85.38841571817578,2.3627842818242186
2017-08-10 10:00:00,B002,274.5,287.7810239468423,13.28102394684231
2017-08-10 10:00:00,B003,92.6267,100.30504983097114,7.678349830971143
2017-08-10 10:00:00,B001,79.25,77.21652892790217,2.033471072097825
2017-08-10 11:00:00,B002,283.5,292.158617077896,8.658617077895997
2017-08-10 11:00:00,B003,100.2512,103.12201084761904,2.8708108476190404
2017-08-10 11:00:00,B001,80.75,84.80024415164753,4.050244151647533
2017-08-10 12:00:00,B002,300.5,293.13533816464496,7.364661835355037
2017-08-10 12:00:00,B003,101.1892,103.17847979490253,1.9892797949025294
2017-08-10 12:00:00,B001,83.0,85.20385205820106,2.203852058201065
2017-08-10 13:00:00,B001,89.75,85.07503490899799,4.674965091002008
2017-08-10 13:00:00,B003,105.2202,103.20244004983124,2.0177599501687666
2017-08-10 13:00:00,B002,302.0,315.93306713121655,13.933067131216546
2017-08-10 14:00:00,B001,86.75,91.1838466672293,4.433846667229304
2017-08-10 14:00:00,B003,106.1887,105.01965443438289,1.169045565617111
2017-08-10 14:00:00,B002,305.0,313.24550020966984,8.245500209669842
2017-08-10 15:00:00,B001,88.5,87.8120601863639,0.6879398136361061
2017-08-10 15:00:00,B003,104.7202,109.07560757951148,4.355407579511478
2017-08-10 15:00:00,B002,353.5,317.7884440158573,35.711555984142706
2017-08-10 16:00:00,B003,104.1267,105.57431956127476,1.447619561274763
2017-08-10 16:00:00,B002,358.5,343.61693891771324,14.883061082286758
2017-08-10 16:00:00,B001,90.25,90.03637757895156,0.21362242104844142
2017-08-10 17:00:00,B001,91.0,86.3130659941799,4.686934005820106
2017-08-10 17:00:00,B003,100.3452,94.3083397531275,6.036860246872507
2017-08-10 17:00:00,B002,349.5,339.42205390370367,10.07794609629633
2017-08-10 18:00:00,B002,332.5,324.3191427809524,8.180857219047596
2017-08-10 18:00:00,B001,78.75,79.45403755070612,0.7040375507061185
2017-08-10 18:00:00,B003,86.0327,87.53610577117519,1.5034057711751814
2017-08-10 19:00:00,B001,65.25,63.116943598138846,2.133056401861154
2017-08-10 19:00:00,B003,75.4077,75.86652870107902,0.45882870107901397
2017-08-10 19:00:00,B002,327.0,319.6490974958123,7.3509025041876725
2017-08-10 20:00:00,B002,313.5,309.80030171046025,3.6996982895397537
2017-08-10 20:00:00,B001,45.5,52.5556518389349,7.0556518389348994
2017-08-10 20:00:00,B003,71.5327,65.96371652009644,5.568983479903565
2017-08-10 21:00:00,B001,42.75,44.99487563182501,2.2448756318250105
2017-08-10 21:00:00,B002,312.0,292.9784527035576,19.021547296442407
2017-08-10 21:00:00,B003,65.4702,63.96342363455103,1.506776365448978
2017-08-10 22:00:00,B001,41.25,41.376079550960675,0.12607955096067514
2017-08-10 22:00:00,B003,58.3452,58.457484071261774,0.11228407126177586
2017-08-10 22:00:00,B002,291.5,291.48327395514485,0.016726044855147393
2017-08-10 23:00:00,B003,54.5952,55.03915440622063,0.44395440622063376
2017-08-10 23:00:00,B001,42.0,39.45556802988414,2.544431970115859
2017-08-10 23:00:00,B002,274.5,279.52590265397316,5.025902653973162
2017-08-11 00:00:00,B003,54.3452,53.17310991978509,1.1720900802149075
2017-08-11 00:00:00,B002,235.0,250.4159875862573,15.415987586257302
2017-08-11 00:00:00,B001,41.0,42.13692083340602,1.1369208334060232
2017-08-11 01:00:00,B003,52.6262,53.373789270450594,0.7475892704505966
2017-08-11 01:00:00,B001,41.5,40.20579191916926,1.2942080808307423
2017-08-11 01:00:00,B002,229.0,235.52049428396234,6.520494283962336
2017-08-11 02:00:00,B001,41.25,41.056586397495835,0.19341360250416528
2017-08-11 02:00:00,B002,225.0,224.9752703722994,0.024729627700594392
2017-08-11 02:00:00,B003,52.2517,52.15762616993643,0.0940738300635715
2017-08-11 03:00:00,B002,233.5,224.23458307439694,9.265416925603063
2017-08-11 03:00:00,B003,52.3452,51.515069878033735,0.8301301219662633
2017-08-11 03:00:00,B001,41.5,40.63018106088412,0.8698189391158806
2017-08-11 04:00:00,B003,51.2202,51.61805302224815,0.39785302224814956
2017-08-11 04:00:00,B002,226.0,233.7845138175625,7.784513817562498
2017-08-11 04:00:00,B001,40.75,40.64494173942038,0.10505826057961798
2017-08-11 05:00:00,B001,41.75,40.66817830344429,1.081821696555707
2017-08-11 05:00:00,B002,227.0,224.40554438550438,2.5944556144956152
2017-08-11 05:00:00,B003,50.8137,51.41919872340759,0.6054987234075924
2017-08-11 06:00:00,B001,41.25,41.67569470460965,0.4256947046096471
2017-08-11 06:00:00,B002,232.0,227.02017548150616,4.979824518493842
2017-08-11 06:00:00,B003,55.8452,52.45580429317625,3.3893957068237484
2017-08-11 07:00:00,B001,42.5,41.67284036802168,0.8271596319783185
